idcliente,evasao,genero,idoso,parceiro,dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_de_internet,antivirus,backup,protecao__de_dipositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,total_mensal,gasto_total,contas_diarias,meses_contrato_trimestre
9052-vkduw,0,Mulher,1,1,0,65,1,1,fiber optic,1,1,1,0,1,1,month-to-month,1,credit card (automatic),109.4,7227.45,3.646666666666667,22º Trimestre
9053-ejunl,0,Homem,0,0,0,41,1,1,fiber optic,0,1,0,0,1,0,month-to-month,1,electronic check,89.2,3645.75,2.9733333333333336,14º Trimestre
9053-jzfkv,1,Homem,0,0,0,67,1,1,fiber optic,1,1,1,1,1,1,two year,0,credit card (automatic),116.2,7752.3,3.8733333333333335,23º Trimestre
9054-fownv,0,Homem,0,1,1,22,1,1,fiber optic,0,0,1,0,1,0,month-to-month,1,electronic check,88.75,1885.15,2.9583333333333335,8º Trimestre
9055-mojjj,0,Mulher,0,1,1,64,1,0,dsl,1,0,0,1,1,0,one year,0,mailed check,65.8,4068.0,2.1933333333333334,22º Trimestre
9057-mswco,1,Homem,1,1,0,27,0,0,dsl,1,0,0,0,0,0,month-to-month,0,credit card (automatic),30.75,805.1,1.025,10º Trimestre
9057-sihch,1,Mulher,0,0,0,3,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,96.6,291.9,3.2199999999999998,2º Trimestre
9058-cbreo,1,Mulher,1,0,0,1,1,1,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,50.55,50.55,1.6849999999999998,1º Trimestre
9058-hrzsv,0,Mulher,1,1,0,65,1,0,fiber optic,1,1,1,0,0,1,month-to-month,0,electronic check,94.4,6126.15,3.146666666666667,22º Trimestre
9058-mjlzc,0,Mulher,0,0,0,24,1,0,fiber optic,1,0,0,0,1,1,month-to-month,1,electronic check,94.6,2283.15,3.1533333333333333,9º Trimestre
9060-hjjrw,0,Mulher,0,0,0,51,0,0,dsl,0,1,1,0,1,1,one year,1,credit card (automatic),56.4,2928.5,1.88,18º Trimestre
9061-tihda,1,Homem,1,1,0,13,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,95.25,1233.65,3.175,5º Trimestre
9063-zgtuy,1,Mulher,0,1,1,61,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,mailed check,19.4,1182.55,0.6466666666666666,21º Trimestre
9065-zcpqx,0,Homem,0,1,0,72,1,1,dsl,1,1,1,1,0,1,two year,0,bank transfer (automatic),78.85,5763.15,2.628333333333333,25º Trimestre
9066-qrsdu,0,Mulher,0,1,0,69,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,1,electronic check,26.3,1763.55,0.8766666666666667,24º Trimestre
9067-sqtns,0,Homem,0,1,1,44,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,bank transfer (automatic),20.6,926.0,0.6866666666666668,15º Trimestre
9067-ygsca,0,Mulher,0,0,0,70,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,credit card (automatic),26.05,1856.4,0.8683333333333334,24º Trimestre
9068-fhqhd,0,Mulher,0,1,1,40,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,bank transfer (automatic),20.15,777.35,0.6716666666666666,14º Trimestre
9068-vpwqq,0,Homem,0,1,0,61,1,1,dsl,1,0,1,1,0,1,two year,0,credit card (automatic),75.35,4729.3,2.5116666666666663,21º Trimestre
9069-lgeul,0,Homem,0,1,0,23,1,0,dsl,1,0,0,0,0,1,month-to-month,1,bank transfer (automatic),59.95,1406.0,1.9983333333333335,8º Trimestre
9070-bckqp,0,Mulher,0,1,0,72,1,1,fiber optic,1,0,1,1,1,1,two year,1,credit card (automatic),110.15,7881.2,3.671666666666667,25º Trimestre
9073-zziay,0,Homem,0,1,1,62,1,0,dsl,1,1,1,1,1,1,two year,0,electronic check,86.1,5215.25,2.8699999999999997,21º Trimestre
9074-kgvox,0,Homem,0,1,1,50,0,0,dsl,1,0,0,0,1,0,month-to-month,1,credit card (automatic),39.45,2021.35,1.3150000000000002,17º Trimestre
9076-axyik,0,Homem,1,1,0,64,1,1,fiber optic,0,0,1,1,1,1,two year,0,electronic check,102.1,6538.45,3.4033333333333333,22º Trimestre
9079-lwtfd,0,Homem,0,0,0,47,1,1,fiber optic,1,1,0,1,1,0,month-to-month,0,mailed check,100.75,4669.2,3.3583333333333334,16º Trimestre
9079-yexqj,1,Mulher,0,0,0,54,1,1,fiber optic,0,1,1,1,1,1,month-to-month,0,electronic check,111.1,6014.85,3.703333333333333,19º Trimestre
9081-wwxkp,0,Mulher,0,1,1,47,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),20.25,873.4,0.675,16º Trimestre
9084-oaykl,0,Homem,0,0,0,58,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,20.8,1212.25,0.6933333333333334,20º Trimestre
9086-yjyxs,0,Homem,0,1,1,34,1,1,dsl,0,0,1,0,1,1,one year,0,bank transfer (automatic),77.2,2753.8,2.5733333333333333,12º Trimestre
9087-eycpr,0,Mulher,0,0,0,60,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,25.0,1505.05,0.8333333333333334,21º Trimestre
9089-uowjg,0,Mulher,0,1,1,12,1,0,dsl,0,0,1,0,1,0,month-to-month,1,credit card (automatic),58.35,740.55,1.945,5º Trimestre
9090-sgqxl,1,Homem,1,1,0,68,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,105.3,7299.65,3.51,23º Trimestre
9091-wtuuy,0,Homem,0,1,1,64,1,0,dsl,1,0,1,1,1,0,two year,0,mailed check,69.25,4447.75,2.308333333333333,22º Trimestre
9092-gdzko,0,Homem,0,0,0,22,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,credit card (automatic),24.85,493.4,0.8283333333333334,8º Trimestre
9093-fpdlg,0,Mulher,0,0,0,11,1,0,fiber optic,0,1,1,1,0,1,month-to-month,1,electronic check,94.2,999.9,3.14,4º Trimestre
9094-azphk,0,Mulher,0,0,0,15,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,electronic check,100.15,1415.0,3.3383333333333334,6º Trimestre
9095-hfafx,1,Mulher,0,0,0,5,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,credit card (automatic),81.0,389.6,2.7,2º Trimestre
9097-zubyc,0,Homem,0,1,0,14,1,0,dsl,0,0,0,1,0,0,month-to-month,0,bank transfer (automatic),48.8,664.4,1.6266666666666665,5º Trimestre
9099-ftuhs,0,Mulher,0,0,0,23,1,1,dsl,1,0,0,0,0,0,month-to-month,0,electronic check,54.4,1249.25,1.8133333333333332,8º Trimestre
9101-bwfss,1,Mulher,0,1,0,50,1,1,fiber optic,1,1,0,1,1,1,one year,0,electronic check,108.55,5610.7,3.618333333333333,17º Trimestre
9101-ntixf,0,Homem,0,0,0,2,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,19.4,50.6,0.6466666666666666,1º Trimestre
9102-iayht,1,Mulher,0,1,1,17,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,85.45,1451.6,2.8483333333333336,6º Trimestre
9102-oxkfy,0,Homem,0,0,0,59,1,1,dsl,0,0,1,0,0,0,two year,0,credit card (automatic),54.15,3116.15,1.805,20º Trimestre
9103-cxvok,0,Homem,0,1,1,1,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,electronic check,19.75,19.75,0.6583333333333333,1º Trimestre
9103-tcihj,1,Mulher,0,0,0,15,1,1,dsl,1,0,0,0,0,0,month-to-month,1,mailed check,55.7,899.8,1.8566666666666667,6º Trimestre
9107-ukcky,0,Homem,0,1,0,61,1,1,dsl,0,1,1,0,1,1,one year,1,electronic check,79.8,4914.8,2.6599999999999997,21º Trimestre
9108-ejfjp,0,Mulher,0,1,0,1,1,0,dsl,1,1,0,0,0,0,month-to-month,1,mailed check,53.55,53.55,1.785,1º Trimestre
9108-eqpnq,0,Mulher,0,1,1,10,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),26.1,225.55,0.87,4º Trimestre
9110-hsgtv,0,Mulher,0,0,0,69,1,0,dsl,1,0,1,1,1,1,two year,1,credit card (automatic),82.45,5555.3,2.7483333333333335,24º Trimestre
9112-wsnpu,0,Mulher,1,0,0,35,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,electronic check,70.55,2419.0,2.3516666666666666,12º Trimestre
9114-aafqh,0,Mulher,0,1,0,48,1,0,dsl,0,1,1,0,0,1,one year,1,electronic check,65.65,3094.65,2.1883333333333335,17º Trimestre
9114-dpsia,0,Homem,0,1,1,72,1,1,dsl,1,1,1,1,0,1,two year,0,credit card (automatic),81.0,5750.0,2.7,25º Trimestre
9114-vepuf,0,Homem,0,1,0,62,1,1,fiber optic,1,1,0,0,0,1,one year,0,electronic check,96.1,6001.45,3.203333333333333,21º Trimestre
9115-yqhga,0,Homem,0,0,0,40,1,0,dsl,0,0,0,1,0,0,month-to-month,1,electronic check,51.1,2092.9,1.7033333333333334,14º Trimestre
9117-shlzx,1,Homem,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,45.7,45.7,1.5233333333333334,1º Trimestre
9121-phqsr,0,Homem,1,1,0,16,1,1,fiber optic,0,0,0,0,1,0,month-to-month,1,credit card (automatic),85.05,1391.15,2.835,6º Trimestre
9122-umrob,0,Homem,0,0,0,1,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,20.3,20.3,0.6766666666666666,1º Trimestre
9124-lhcjq,1,Mulher,0,0,0,1,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,mailed check,85.45,85.45,2.8483333333333336,1º Trimestre
9127-fhjbz,0,Homem,0,1,1,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,electronic check,114.0,8093.15,3.8,25º Trimestre
9127-qrzmh,0,Homem,0,1,0,44,1,0,dsl,1,1,0,1,0,0,one year,1,bank transfer (automatic),59.85,2603.95,1.995,15º Trimestre
9128-cpxki,0,Mulher,0,0,0,59,1,0,fiber optic,0,0,1,0,1,1,two year,0,electronic check,95.8,5655.45,3.1933333333333334,20º Trimestre
9129-uxerg,0,Mulher,1,0,0,18,1,1,fiber optic,0,1,0,1,1,1,month-to-month,1,credit card (automatic),103.6,1806.35,3.453333333333333,7º Trimestre
9133-ayjzg,0,Mulher,0,0,0,23,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,credit card (automatic),98.7,2249.1,3.29,8º Trimestre
9134-ceqmf,1,Homem,1,1,0,7,1,0,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,89.5,676.7,2.9833333333333334,3º Trimestre
9134-wyrvp,0,Homem,0,0,0,51,1,0,fiber optic,1,0,0,0,1,0,one year,0,mailed check,86.35,4267.15,2.878333333333333,18º Trimestre
9135-hswoc,0,Homem,0,1,1,64,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,bank transfer (automatic),19.7,1274.05,0.6566666666666666,22º Trimestre
9135-mgvpy,0,Homem,0,1,0,69,1,0,dsl,1,1,1,1,1,1,two year,1,mailed check,84.7,5878.9,2.8233333333333333,24º Trimestre
9136-alybr,1,Homem,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,24.45,24.45,0.815,1º Trimestre
9137-noqka,0,Homem,1,0,0,2,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,electronic check,19.2,37.2,0.64,1º Trimestre
9137-uiypg,0,Mulher,0,1,1,35,1,0,fiber optic,1,0,1,1,1,1,month-to-month,1,electronic check,106.9,3756.45,3.5633333333333335,12º Trimestre
9138-efsmo,0,Homem,0,1,1,26,1,0,fiber optic,0,0,0,0,0,1,one year,0,bank transfer (automatic),78.95,2034.25,2.631666666666667,9º Trimestre
9139-twbas,0,Mulher,0,1,0,26,0,0,dsl,1,1,1,0,1,0,one year,0,bank transfer (automatic),47.85,1190.5,1.595,9º Trimestre
9139-wqqdy,1,Mulher,0,1,1,49,1,1,fiber optic,0,1,0,0,1,1,one year,0,mailed check,100.45,4941.8,3.3483333333333336,17º Trimestre
9140-czqzz,0,Mulher,0,1,0,68,1,0,dsl,1,1,0,1,1,1,two year,1,bank transfer (automatic),79.6,5515.8,2.6533333333333333,23º Trimestre
9142-kzxop,0,Homem,0,0,0,44,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,credit card (automatic),68.85,2958.95,2.295,15º Trimestre
9142-xmyjh,0,Mulher,0,0,0,29,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,credit card (automatic),19.35,601.6,0.645,10º Trimestre
9143-canjf,0,Mulher,0,1,1,24,1,0,dsl,1,0,0,1,0,0,month-to-month,0,electronic check,55.15,1319.85,1.8383333333333334,9º Trimestre
9146-jriox,0,Mulher,0,1,1,14,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,25.55,372.45,0.8516666666666667,5º Trimestre
9150-hepmb,0,Homem,0,0,0,56,1,0,dsl,1,0,1,0,0,0,one year,0,mailed check,52.7,3019.7,1.7566666666666668,19º Trimestre
9150-kpbjq,0,Mulher,0,0,0,6,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),19.65,116.85,0.6549999999999999,3º Trimestre
9152-amkak,0,Homem,0,0,0,6,1,0,dsl,1,0,1,1,1,1,two year,1,mailed check,80.25,493.4,2.675,3º Trimestre
9153-btbvv,0,Mulher,0,1,0,71,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,bank transfer (automatic),25.0,1753.0,0.8333333333333334,24º Trimestre
9154-qdgth,0,Homem,0,1,1,43,1,1,fiber optic,0,0,1,1,1,1,one year,1,credit card (automatic),104.3,4451.85,3.4766666666666666,15º Trimestre
9158-vctqb,1,Mulher,0,1,0,41,1,1,fiber optic,1,1,1,1,1,1,month-to-month,1,bank transfer (automatic),113.6,4594.95,3.7866666666666666,14º Trimestre
9163-ghaye,0,Mulher,0,0,0,15,1,0,dsl,0,1,0,0,0,0,month-to-month,0,electronic check,48.85,736.8,1.6283333333333334,6º Trimestre
9167-apmxz,0,Mulher,0,0,0,22,1,1,fiber optic,0,0,0,0,1,0,month-to-month,1,bank transfer (automatic),84.15,1821.95,2.805,8º Trimestre
9168-inpsz,0,Mulher,1,1,0,44,1,1,fiber optic,0,0,1,1,1,1,month-to-month,0,electronic check,104.15,4495.65,3.4716666666666667,15º Trimestre
9169-bsvin,0,Homem,0,0,0,12,1,1,dsl,0,0,1,0,1,1,month-to-month,0,bank transfer (automatic),74.75,827.05,2.4916666666666667,5º Trimestre
9170-arbtb,0,Mulher,0,1,1,52,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,credit card (automatic),19.6,1012.4,0.6533333333333334,18º Trimestre
9170-cckou,1,Homem,0,1,0,17,1,1,fiber optic,1,1,1,0,0,0,month-to-month,0,credit card (automatic),90.2,1454.15,3.006666666666667,6º Trimestre
9170-gyzjc,1,Mulher,0,1,1,41,1,1,dsl,1,1,1,1,0,1,month-to-month,0,credit card (automatic),79.9,3326.2,2.6633333333333336,14º Trimestre
9172-ancrx,1,Mulher,0,0,0,10,1,1,fiber optic,1,0,0,0,1,1,month-to-month,1,electronic check,98.7,973.25,3.29,4º Trimestre
9172-jitsm,1,Mulher,0,1,1,26,1,0,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,90.8,2361.8,3.0266666666666664,9º Trimestre
9173-ivzvp,0,Mulher,0,1,1,53,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,20.9,1146.05,0.6966666666666667,18º Trimestre
9174-fkwze,1,Mulher,1,0,0,1,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,electronic check,19.45,19.45,0.6483333333333333,1º Trimestre
9174-ihetn,0,Mulher,0,0,1,50,1,0,fiber optic,0,0,0,0,0,0,two year,0,credit card (automatic),70.35,3533.6,2.3449999999999998,17º Trimestre
9178-jhuvj,0,Homem,0,1,1,24,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,bank transfer (automatic),24.1,587.4,0.8033333333333333,9º Trimestre
9184-galil,0,Mulher,0,1,1,38,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,20.45,781.25,0.6816666666666666,13º Trimestre
9185-tqcvp,1,Homem,0,1,0,14,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,85.15,1139.2,2.8383333333333334,5º Trimestre
9189-jwshv,1,Mulher,1,1,0,24,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,93.55,2264.05,3.118333333333333,9º Trimestre
9190-mfjln,1,Homem,1,0,0,19,1,0,fiber optic,0,0,1,0,1,1,month-to-month,1,credit card (automatic),95.9,1777.9,3.1966666666666668,7º Trimestre
9191-myqkx,1,Mulher,0,1,0,7,1,0,fiber optic,0,0,1,0,0,0,month-to-month,1,bank transfer (automatic),75.15,496.9,2.5050000000000003,3º Trimestre
9194-gfvoi,0,Mulher,0,1,0,42,1,1,dsl,1,0,1,1,1,1,two year,0,credit card (automatic),84.35,3571.6,2.8116666666666665,15º Trimestre
9199-pwqvc,0,Mulher,0,1,0,63,1,1,dsl,1,1,0,0,1,1,one year,1,credit card (automatic),79.7,4786.15,2.6566666666666667,22º Trimestre
9200-nlnpd,0,Homem,0,1,0,56,0,0,dsl,0,0,1,1,1,1,one year,1,bank transfer (automatic),54.05,2959.8,1.8016666666666665,19º Trimestre
9206-gvpeq,1,Homem,0,1,0,13,0,0,dsl,1,0,0,1,1,1,month-to-month,1,electronic check,54.45,706.85,1.8150000000000002,5º Trimestre
9207-zpanb,0,Homem,0,0,0,37,1,1,dsl,1,1,1,1,0,0,one year,0,electronic check,67.45,2443.3,2.2483333333333335,13º Trimestre
9208-olgaq,0,Mulher,1,0,0,18,1,0,fiber optic,0,0,1,0,0,1,month-to-month,1,electronic check,84.95,1443.65,2.8316666666666666,7º Trimestre
9209-nwpgu,0,Homem,0,0,0,44,1,0,dsl,1,0,0,1,1,0,one year,0,electronic check,65.4,2774.55,2.18,15º Trimestre
9210-iahgh,1,Mulher,0,0,0,7,1,0,dsl,0,0,0,1,1,1,month-to-month,1,credit card (automatic),70.75,450.8,2.3583333333333334,3º Trimestre
9214-ekvxr,0,Mulher,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,44.0,44.0,1.4666666666666666,1º Trimestre
9220-cxrsc,0,Mulher,0,1,1,69,1,1,dsl,1,0,0,1,0,0,two year,0,credit card (automatic),61.4,4059.85,2.0466666666666664,24º Trimestre
9220-znkji,0,Mulher,1,1,0,55,1,0,fiber optic,0,0,1,1,1,0,two year,0,credit card (automatic),88.8,4805.3,2.96,19º Trimestre
9221-otivj,1,Mulher,1,0,0,14,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,104.85,1531.4,3.4949999999999997,5º Trimestre
9223-ucpvt,1,Mulher,0,0,0,1,1,0,fiber optic,0,0,1,0,1,1,month-to-month,0,electronic check,94.4,94.4,3.146666666666667,1º Trimestre
9224-vtyid,0,Homem,0,1,1,47,1,1,dsl,1,1,1,1,1,1,two year,1,mailed check,90.5,4318.35,3.0166666666666666,16º Trimestre
9225-bzlnz,0,Homem,0,1,0,72,1,1,dsl,1,1,1,0,1,1,two year,1,electronic check,85.25,6083.1,2.841666666666667,25º Trimestre
9227-lunbg,1,Mulher,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,24.6,24.6,0.8200000000000001,1º Trimestre
9227-uaqft,0,Homem,0,0,0,16,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,19.75,284.35,0.6583333333333333,6º Trimestre
9227-ybaxe,0,Mulher,0,1,1,65,1,1,dsl,1,1,0,1,1,1,two year,1,bank transfer (automatic),82.5,5215.1,2.75,22º Trimestre
9229-rqabd,0,Homem,0,0,0,18,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,23.75,424.5,0.7916666666666666,7º Trimestre
9231-zjyam,1,Mulher,1,0,0,4,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,78.85,292.8,2.628333333333333,2º Trimestre
9233-psyho,0,Mulher,1,0,0,45,1,1,fiber optic,0,0,1,0,1,1,one year,1,bank transfer (automatic),100.15,4459.8,3.3383333333333334,16º Trimestre
9236-nducw,0,Mulher,0,0,0,21,0,0,dsl,1,0,0,1,0,0,two year,0,mailed check,35.1,770.4,1.1700000000000002,8º Trimestre
9237-hqitu,1,Mulher,0,0,0,2,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,70.7,151.65,2.356666666666667,1º Trimestre
9239-gzhze,0,Mulher,0,1,0,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,credit card (automatic),113.65,8124.2,3.7883333333333336,25º Trimestre
9239-zbzzv,1,Mulher,0,0,0,6,0,0,dsl,0,0,1,0,1,1,month-to-month,1,electronic check,47.95,305.1,1.5983333333333334,3º Trimestre
9242-tkfsv,0,Homem,0,1,1,72,0,0,dsl,1,1,1,1,1,1,two year,1,credit card (automatic),65.1,4754.3,2.17,25º Trimestre
9244-zvapm,0,Homem,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,45.6,45.6,1.52,1º Trimestre
9248-ojykk,1,Homem,1,0,0,1,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,76.45,76.45,2.5483333333333333,1º Trimestre
9249-fxsck,1,Mulher,0,0,0,52,1,1,fiber optic,1,1,0,1,1,1,one year,1,credit card (automatic),111.25,5916.45,3.7083333333333335,18º Trimestre
9250-wypll,1,Mulher,0,0,0,5,1,1,fiber optic,0,0,0,0,0,0,month-to-month,0,electronic check,75.55,413.65,2.518333333333333,2º Trimestre
9251-awqgt,0,Mulher,0,1,1,48,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,20.0,935.9,0.6666666666666666,17º Trimestre
9251-wnsod,0,Mulher,0,1,0,67,1,1,dsl,1,1,1,0,0,1,one year,0,mailed check,75.1,5064.45,2.503333333333333,23º Trimestre
